SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
301,Ramesh W Mr,0-2 years,Marketing & Communications,Pharmaceutical,"Job role:Launching new products in the market.Sales Achievement.Customer Support and Customer Service.Pharma Product Promotion.Market Feedback about the product.Company Representation.Record Keeping and Reporting.Documents: Driving license, Adhar card, Pan card ,Vehicle mandatory.","Chennai, Delhi",Opportunity for freshers in Indias Leading pharma company,Not Specified,Marketing Executive,"""Sales"", ""Marketing"""
302,Zarbex Solutions,0-5 years,"Customer Service, Call Centre, BPO","ITES, BPO",Dear CandidateCongratulations!Your CV Selected For Back Office Data Entry WorkCompany job profile-1.Back Office Data Entry Work2.account finance3.Collection & Verification Process4.Sales & Marketing5.BPO Customer Service ExecutiveQUALIFICATION REQUIRED* 12th* Any Graduate/UndergraduateSalary:Basic:-15000 To 25000Note: - It will totally depend upon Ur interview.BENEFITSFood Court (Free meal Veg an d Non-Veg).Excellent Growth Path.Medical facility.Free cab (Both Side)Timing Details:Domestic-Day Shift Only (10 AM To 6 PM)Morning Shift-7AM To 3 PMAfternoon Shift-1PM To 10 PMNight Shift-8PM To 5 AM(On-the-spot offer letter.)Immediately Joining!Concern Person Regarding That Mr. -HR MeeenakshiContact No.- +918512840851,Hyderabad / Secunderabad,Domestic BPO AND INTERNATIONAL BPO HIRING FOR FRESHERS,150000 - 480000 INR,"Fresher, Customer Service Executive (Non-voice)","Non Voice Process, Office Assistant, Back Office Support, Backend"
303,Gautam Consultancy,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Must understand and speak English & HindiDay shift for female candidatesExcellent chance for recently graduate freshersHSC passed candidates with proficient English can also applyWilling to work in rotational shiftsMust have basic knowledge of customer servicePerks and benefitsSalary + incentives + 1-day rotational week off (6 Days working)RegardsHimanchi (Sr. HR Recruitment Specialist)Call or WhatsApp on 7069081113Email your CV on himanchikothari.gc @gmail.com (NO SPACE),Vadodara,Freshers Hurry Up!! BPO / Customer Service Advisor / Freshers Required @Vadodara!! Leading MNC FIRM!,150000 - 200000 INR,Customer Service Executive (Voice),"Bpo, Fluent English, Graduate, Ug, Freshers, Call Center, Ites, Non It, Voice support, Voice Process, Banking Process, Customer Support, Outbound, Inbound, Customer Care, Night shift, Uk, US, CCO, Ccr, CSR, Csa, CSE, Cso, Cce, CCA, Kpo"
304,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software",Computer Science Engineer Call & Whatsapp HR Satya Sir - (9102882937)Computer Science EngineerConduct research on deep learning and visual scene understandingDevelop novel algorithms for visual recognition and scene understandingDevelop computer vision systemsWrite technical reports and research papersComputer Science EngineerCall & Whatsapp HR Satya Sir - (9102882937)Computer Science Engineer,Delhi,Computer Science Engineer Job For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",Computer Science Engineer
305,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Hardware and Networking EngineerCall & Whatsapp HR Surya Sir - (8051041867)Hardware and Networking EngineerReporting to the Network Architect, the Assistant Network Engineer will have the exposure to work on a wealth of police network projects. In this position you can expect to design and deploy LAN’s, WAN’s and wireless networks including routers, AP’s, switches, UPS and other associated hardware. The South Wales Police network is made up of approximate 500 Cisco network devices managed by a team of Network engineers.Working alongside the Network Engineer, you will be utilised to work out in the field on BAU or small – medium change projects. You can expect to have involvement with general network problems and assisting the Network Lead on network related matters.Hardware and Networking EngineerCall & Whatsapp HR Surya Sir - (8051041867)Hardware and Networking Engineer",Delhi,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Hardware And Networking, Network Engineer, Software Developer, Network Administrator"
306,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Call Center / BPOCall & Whatsapp HR Satya Sir - (9102882937)Call Center / BPOAccounting for daily transactions e.g. Accounts payable, Accounts receivables and etc.Perform various reconciliations (banks, intercompany and etc),Prepare general journal entries and schedules for monthly accounts closing.Assist in the monthly/quarterly financial performance analysis.Accounting for GST and ensuring that GST treatment for their transactions are correct.Other assignments and special projects assigned by HOD.Call Center / BPOCall & Whatsapp HR Satya Sir - (9102882937)Call Center / BPO",Kolkata,Call Center / BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre / BPO
307,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Call Centre/BPO Call & Whatsapp HR Yogesh Sir - (7617551414)Call Centre/BPOBe Involved in the staff training, coaching, performance-based conversations, performance reviews and staff support role;Be able to motivate and lead a team of CCAs in providing customer service to Members of Public;Handle escalated enquiries, complaints and provide appropriate solutions in a timely manner;Be involved in performing feedback investigations, and carrying out service recovery as and when required;Call Centre/BPOCall & Whatsapp HR Yogesh Sir - (7617551414)Call Centre/BPO",Kolkata,Call Centre/BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre /BPO
308,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,Mechanical Technician EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Mechanical Technician EngineerLiaise with engineersRead engineering drawingsTroubleshootAnalyse test dataDesign engineering componentsQualifications and experience requiredStrong service-oriented attitude and flexibilityGood communication skills and well developed interpersonal skillsAbility to work under pressure and meet deadlines on multiple tasksAccuracy and attention to detailsSense of proactive initiative and team spiritMechanical Technician EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Mechanical Technician Engineer,Mumbai,Mechanical Technician Engineer Job For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Technician Engineer
309,Hire Zone Solution,0-1 years,"Engineering - Mechanical, Automotive, Industrial","Machinery, Equipment Mfg.",Urgent Opening for Mechanical Engineer.Only Freshers are AllowedFixed package with AccommodationInterested candidates Send there Resume on Whats app Directly.For details callMr. Karan9520666166,Noida,Mechanical Engineer (Freshers),320000 - 430000 INR,"Mechanical Engineer, Process Engineer",Mechanical Engineer
310,Simba Staffing Private Limited,0-2 years,Human Resources,"Recruitment, Staffing, RPO","Responsibilities and Duties• Searching Resumes from US Job boards (Dice, Techfech, Monster) and Prime Vendors, Messengers.• Interaction with Vendors and getting resumes from them.• Submission of the eligible resumes to the Clients.• Schedule in person / Telephonic (onsite / phone) interviews with candidate and client.• Establish and maintain a good relationship with the employees and the clients",Hyderabad / Secunderabad,US IT RECRUITMENT JOBS FOR FRESHERS,Not Specified,"HR Executive, Recruiter",good communication skil;ls
311,Star Tech,0-2 years,"Fashion, Apparels","Textiles, Yarn, Fabrics, Garments, Fashion, Apparels","Roles and ResponsibilitiesA result-oriented professional having minimum experience of 10 years in merchandising of garment sectors especially in High fashion/Specialised Women wear.Planning product range, Budget and setting up product quantities to maximise profit.Sample Development, Apparel Merchandizing and Pattern Making.Unique detailed Sample Making.Product Costing and DevelopmentExcellent communicator, planner & executor. Team management & crisis management.Maintaining a comprehensive library of appropriate data.Be able to quickly adapt to US designers Requirement.Formulating plans and strategies based on the infrastructure and resources, establishing goals, plans and strategies for achievements.Meeting with suppliers and managing the distribution of stock, by negotiating cost prices ordering stock, agreeing timescales and delivery dates, and completing the necessary paperwork.To make the time and action plans for on time & good quality shipments.Able to Attend regular meetings with US Team.Identifying production and supply difficulties and dealing with any problems or delays as they arise.Regular Coordination with the Buyer/Owners directly.Managing, training, and supervising junior staff.Regular coordination with a large group of individuals to create design and samples.Able to communicate with international designers/team during late hours through FB Messenger.Desired Candidate ProfileGood Technical knowledge in ComputersExperience working with CAD Design and Photoshop.Product development and Designing experience are preferred.Positive, high energy and go-getter attitude.Excellent communication skill.Presentation skill.Interpersonal skill.Excellent people management skills.SALARY UPTO 9.5LAKH PER ANNUM +ATTRACTIVE ALLOWANCESINTERESTED CANDIDATES APPLY @7818996772REGARDSHR PAWAN","Gurgaon / Gurugram, Noida",SR MERCHANDISER/MERCHANDISER FRESHERS CAN APPLY,580000 - 840000 INR,"Fresher, Merchandiser","Merchandiser, Visual Merchandiser, Senior Merchendiser, Senior Merchendiser, Retail planner, Apparels, Buyer"
312,Star Tech,0-2 years,"Education, Teaching",Education,"Job DescriptionMA, B.Ed with 0-2 yrs of experience in taking Middle wing classes of Hindi.MUST HAVE GOOD SKILLS TO DEAL WITH STUDENTS.MUST BE PRESENTABLE & HAVING OTHER ACTIVITIES SKILLS ,SO THE STUDENT CAN LEARN THE THINGS EASILY.SALARY UPTO 55K OR NAGOTIABLE+ OTHER PERKS FOR APPLY OR MORE INFO CALL/ WHTSAP @9718913020 REGARDSSONIA","Delhi, Gurgaon / Gurugram",URGENT HIRING FOR TGT Hindi FRESHERS,570000 - 780000 INR,,"Teacher, Teaching, TGT Hindi, Tgt, TGT Hindi"
313,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic Engineer IT-SupportCall & Whatsapp HR Satya Sir - (9102882937)Electronic Engineer IT-SupportQuality assurance or controlInstallation, maintenance and inspection of equipment or facilitiesDesignArea of SpecializationElectronic test equipmentElectrical machines or transformersCommunicationsElectricalControl systemSystem integrationSpecific SkillsSupervise and inspect the installation and operation of electrical and electronic systems and equipmentPrepare material cost and timing estimates, reports and design specificationsDevelop maintenance and operating standards for electrical and electronic systems and equipmentDesign electrical and electronic components, systems and equipmentConduct feasibility, design operation and performance research of electrical generation and distribution networksInvestigate electrical or electronic failuresWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailWork Location InformationVarious locationsPersonal SuitabilityTeam playerElectronic Engineer IT-SupportCall & Whatsapp HR Satya Sir - (9102882937)Electronic Engineer IT-Support",Hyderabad / Secunderabad,Electronic Engineer IT-Support For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer IT-Support
314,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Dot Net DeveloperCall & Whatsapp HR Hariom Sir - (8859444893)Dot Net DeveloperHand on experience in C# 4.0 or aboveGood experience with C# Design PatternsWeb Development experience with ASP.Net or ASP.Net MVC with JavaScript/jQueryHands-on experience with ASP.Net WebServices / ASP.Net Web APIJavaScript frameworks like AngularJS, ExtJS, KnockoutJSExperience with ORM like NHibernate/FluentNHibernate or Entity FrameworkHands-on experience with SQL ServerDot Net DeveloperCall & Whatsapp HR Hariom Sir - (8859444893)Dot Net Developer",Delhi,Dot Net Developer Job For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Dot Net Developer, .Net Developer, .NET"
315,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking, IT, Computers - Software","Hardware and Networking EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Hardware and Networking Engineerperform onsite and remote tech support: troubleshooting hardware, software and basic network issues for internal clientsimaging and deploying new PCs and PC upgrades to staffsoftware installationprioritze and manage assigned Helpdesk ticketsother IT related tasks as required (updating inventory records, retiring and recycling PCs, etc.)Hardware and Networking EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Hardware and Networking Engineer",Delhi,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware and Networking Network Engineer, Software Developer, System Administrator"
316,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking",Hardware and Networking EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Hardware and Networking EngineerWe are looking for passionate hardware engineer who is keen to be exposed to different industry segments. Enjoyed to be challenge by designing innovative solutions to solve sector specified issues. The boundary in this position is limitless and is limited by ones ability in wanting to contribute and to continuing learning new skill and knowledge.Fresh graduate who are passionate and to be challenged are encouraged to apply.Hardware and Networking EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Hardware and Networking Engineer,Delhi,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware And Networking, Network Engineer, Software Developer, Network Administrator"
317,Ruby Ahmed,0-5 years,"Customer Service, Call Centre, BPO","ITES, BPO","Good written and verbal CommunicationTyping 25 to 30 wpmReady to work in shiftsGood in typing speed with minimum 25 words     per minuteShould be proactive and dynamic with a zeal     to grow and work in a challenging atmosphere. Salary is as per industry standards of the     Call  CentreIf interested come along with 3 sets of     resumes and 3 photos along with your friends need not call us walk in and walk     out with offer for particular companies.  We would organize a     telephonic Interview for outstation candidatesPlease call for both In     station & Outstation interview scheduling 9739738812,9342431048 Free Recruitment & Spot     Offer LetterThanks and RegardsSyedWhite Horse Manpower ConsultancyConfidential Information No.156, 3rd     Floor, Jumman Masjid Golden          Complex, Jumma Masjid Road, Shivajinagar @     the Entrance of Commercial Street Bangalore- 5600051",Bengaluru / Bangalore,Graduate Freshers for BPO Non Voice,100000 - 200000 INR,"Customer Service Executive (Non-voice), Technical Support Representative (Non- voice)","Customer Service Executive, Inbound, Outbound, Bpo, Call Center, CSR, TSR, Customer Support, Non Voice Bpo, Voice Process, Customer Service, Technical Support"
318,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Receptionist & Computer Operator Call & Whatsapp HR Satya Sir - (9102882937)Receptionist & Computer OperatorGeneral reception duties (e.g. incoming calls, attending to guests and visitors, handling of incoming/outgoing couriers and mails, etc.).Registration and office access (biometric/access cards) requests for external visitors at Wheelock Place (e.g. Richemont and Maison internal staff, external third-parties), subject to validation and approval.General office building maintenance & repairs (e.g. office lights, glass doors, etc.).General office equipment maintenance & repairs (e.g. copier, inventory of copier paper, pantry appliances, etc.).Booking management of office meeting rooms and related requests (e.g. seating capacity, turnover/housekeeping of rooms, etc.).Update of desk phone display at main console.Loan of equipment - portable projectors and laminating machine.Request of recycled cartons from Logistics (e.g. relocation).Receptionist & Computer OperatorCall & Whatsapp HR Satya Sir - (9102882937)Receptionist & Computer Operator",Kolkata,Receptionist & Computer Operator Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Receptionist & Computer Operator
319,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Hardware and Networking Engineer Call & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking EngineerProvide IT & Desktop Support.Perform troubleshooting and execute needed repairs.Install and configure hardware, networking equipment and software programs.Ensure backups are done properly and managing and executing of IT projects eg. Hardware upgrades and applications such as MS Office, and security software upgrades.Perform and maintain server to server migrations.Provide first level support for end users at desktop and infrastructure level.Control and maintain file access permission on server.Maintain proper log file of users and matrix of accessibility.Trouble shooting turnaround, server, and database backup.Execute different maintenance activities when needed.Perform other ad-hoc projects or tasks as assigned.Hardware and Networking EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking Engineer",Delhi,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Hardware and Networking EngineerNetwork Engineer, Software Developer, Network Administrator"
320,Star Tech,0-1 years,"Sales - Engineering, Technical, IT, Sales - Retail, General","IT, Computers - Software","Job descriptiononly 2019,2020,or 2021 passout can apply.Any degree in any disciplineProficient in MS Office toolGood experience on MS ExcelStrong written and oral communication skills in English is critical for the roleCatalog analyst will be responsible for working on one or more critical programs or tasks for a product category. The tasks include (but not limited to) audit vendor submissions to meet clients catalog standards, interacting or coordinating with suppliers/manufacturers, identifying and correcting errors/complaints, maintaining records of work received and performed. The individual is expected to perform these tasks by using fair judgement in understanding instructions provided by the process lead/manager. The role will have daily deliverables across productivity, quality and utilization as basic metrics. This role will work with various partners within the organization to enhance the businessSALARY-45K-55K+OTHER PERKS AND BONUSFOR MORE INFORMATION CALL/ WHTSAPHR KARTIK-7060112831","Gurgaon / Gurugram, Noida",GRAB CATALOG ANALYST - FRESHERS CAN APPLY,650000 - 869999 INR,,"Catalog Associate, CATALOG ANALYST"
321,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Receptionist & Computer Operator Call & Whatsapp HR Yogesh Sir - (7617551414)Receptionist & Computer OperatorTo receive phone calls, taking notes and re-direct to relevant party.To do data entry using Excel / PPT.To contact applicants for interview / general administration.Any other tasks assigned by superiorsReceptionist & Computer OperatorCall & Whatsapp HR Yogesh Sir - (7617551414)Receptionist & Computer Operator",Bengaluru / Bangalore,Receptionist & Computer Operator Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Receptionist & Computer Operator
322,Star Tech,0-1 years,Engineering - Electrical,"Electrical, Switchgears","Job descriptionJob Description / ResponsibilitiesEvaluates electrical drawings, products and applications.Applying knowledge of electricity and materials.Should have knowledge of quantities as per site.Assure product quality by electrical testing methods, testing finished products and system capabilities.Coordinate with client for BOQ approval.Prepare product report by collecting, analyzing and summarizing information and trends.Provides engineering information by answering question and request.Completes projects by training and guiding technician.Contribute the team effort by accomplishing related results as needed.Should have experience on basic material costSALARY UPTO 8 LAKH PER ANNUM +OTHER PERKS & ALLOWANCESINTERESTED CAN SCHEDULED INTERVIEW@7060112831REGARDSKARTIK(HR)","Gurgaon / Gurugram, Faridabad",DIRECT HIRING FOR ELECTRICAL ENGINEER FRESHERS,610000 - 830000 INR,Electrical Engineer,"Electrical Engineer, Electrical Maintenance, Electrical Design Engineer"
323,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Design EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Civil Design EngineerManaging and coordinating a wide range of multi-disciplinary projectsPrepare RFQ/RFP documents to be distributed for information gathering prior to project start upSupervise or direct and do surveying work, inspections or technical studies related to topography, soil, water flow, networks of water supply, road infrastructure, buildings, and structures to collect data for realization of projectsAssist in developing design plans and specifications, identifying issues during planning, working with Engineers to find acceptable solutions to possible issues and preparation of revised/completed plans and specificationsPrepare procurements documents including drawings and information for distributionCivil Design EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Civil Design Engineer",Mumbai,Civil Design Engineer Job For Freshers,150000 - 250000 INR,Civil Engineer,Civil Design Engineering
324,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center ExecutiveSeize opportunities to upsell products when they ariseMeet personal/team qualitative and quantitative targetsKeep records of all conversations in our call center database in a comprehensible wayFollow communication  scripts when handling different topicsBuild sustainable relationships and engage customers by taking the extra mileCall Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center Executive,Kolkata,Call Center Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center Executive, BPO Call Centre, Tele Caller, BPO Executive, BPO Fresher, Call Center Representative, Customer Care Executive"
325,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Desktop Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)Desktop Support EngineerInstall, upgrade, support and troubleshoot Windows 7 ,Windows 8.1, Windows 10 and Microsoft OfficeDealing with hardware and application support queries and issues reported to the support desk and escalated to the Desktop Support EngineersProvide user data and application recoveryUse diagnostic tools to troubleshoot problems associated with network connectivity, and workstation hardware/softwareDesktop Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)Desktop Support Engineer",Delhi,Desktop Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Desktop Support Engineer, Hardware Engineer, Desktop Engineer, Technical Support Engineer, Customer Support Engineer"
326,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","B.PharmaCall & Whatsapp HR Hariom Sir - (8859444893)B.PharmaYou will be involved in stock management, manufacturing/aseptic dispensing work, prescription order processing, drug dispensing and distribution, to support the Pharmacy Technician Supervisor and/or Pharmacist in the provision of pharmaceutical care, through ensuring safe, accurate and timely distribution of pharmaceutical supplies to patients and healthcare providers.B.PharmaCall & Whatsapp HR Hariom Sir - (8859444893)B.Pharma",Kolkata,B.Pharma Job For Freshers,150000 - 250000 INR,"Pharmacist, Bio-Technology Research Scientist","B.Pharma, M.Pharma, M.Sc, Pharma, B.Sc"
327,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking, IT, Computers - Software",Computer Science Engineer Call & Whatsapp HR Yogesh Sir - (7617551414)Computer Science EngineerUndertake research & development of next generation analytical techniques and tools to facilitate cyber-crime investigation capabilitiesDeveloping efficient algorithms that can lead to translational outcomesDisseminate work in top publishing forums in computer security and data analyticsComputer Science EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Computer Science Engineer,Mumbai,Computer Science Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support",Computer Science Engineer
328,Biz Industries,0-2 years,Construction,Construction & Engineering,Civil Structural EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil Structural EngineerTo assist Senior Engineer on siteOverseeing project quality plansCoordinating with site teamTo liaise with consultants & clientsHandle any other ad-hoc duties and tasks assignedCivil Structural EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Civil Structural Engineer,Mumbai,Civil Structural Engineer For Freshers,150000 - 250000 INR,Civil Engineer,Civil Structural
329,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Technician Engineer Call & Whatsapp HR Yogesh Sir - (7617551414)Mechanical Technician EngineerPerform grit blast, shot peen, glass peen, tumble, ultrasonic, vapor blast, etching, water flow, turbo jet washer, blade flusher, plastisol injection, plastisol burnout and barrel finishing, honey comb seal removalPerform necessary pre-checks before operationsEnsure all production data are filled in correctly in the Log BookEnsure process and certification are in line with due dateDifferentiate the different tumbler, shot and glass peening machine utilizationPerform daily maintenance checklist and ensure safe working practicesPerform scheduled maintenance & housekeeping tasksMechanical Technician EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Mechanical Technician Engineer",Mumbai,Mechanical Technician Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Technician
330,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Engineer (Building) Call & Whatsapp HR Shubham Sir - (9352743030)Civil Engineer (Building)Supervise technicians, technologists and other engineers and review and approve designs, calculations and cost estimatesConfer with clients and other members of the engineering team and conduct research to determine project requirementsPlan and design major civil projects such as buildings, roads, bridges, dams, water and waste management systems and structural steel fabricationsDevelop construction specifications and proceduresEvaluate and recommend appropriate building and construction materialsInterpret, review and approve survey and civil design workEnsure construction plans meet guidelines and specifications of building codes and other regulationsEstablish and monitor construction work schedulesConduct feasibility studies, economic analyses, municipal and regional traffic studies, environmental impact studies or other investigationsMonitor air, water and soil quality and develop procedures to clean up contaminated sitesPrepare contract documents and review and evaluate tenders for construction projectsCivil Engineer (Building)Call & Whatsapp HR Shubham Sir - (9352743030)Civil Engineer (Building)",Mumbai,Civil Engineer (Building) For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Construction Engineer, Civil engg, Project engineer"
331,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Jitendra Sir- (6395034126)IT-Support EngineerPrevious experience of Linux/Unix and MS Windows System support,A technical Bachelors degree in a relevant discipline is necessary,Detailed understanding of core Internet technologies, including Routing and Switching, DNS, DHCP, mail transport, OSI Model,Experience in a customer-facing, technical role requiring solid technical aptitude, alongside excellent written and verbal communication skills at all levels of seniority,Previous experience supervising a team,Demonstrated project management capability, especially in technical task execution,IT-Support EngineerCall & Whatsapp HR Jitendra Sir- (6395034126)IT-Support Engineer",Mumbai,IT-Support Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support",IT-Support Engineer
332,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","Recruitment, Staffing, RPO","HR RecruiterCall & Whatsapp HR Surya Sir - (8051041867)HR RecruiterSourcing – Hands-on experience in sourcing for the best talents across different departments, including Customer Experience, Marketing, Operations, Technology, etc.Stakeholder Engagement – Being a partner to our Hiring Manager and advising them about the progress of their requisitions, and if they are any current/potential blockers, and keeping them excited and engaged throughout the entire recruitment process.Process –Champion – Being an advocate of our recruitment process, while providing flexibility and suggestions to improve!Reporting – Providing analytical insights to our teams to help them in making hiring decisions.HR RecruiterCall & Whatsapp HR Surya Sir - (8051041867)HR Recruiter",Hyderabad / Secunderabad,HR Recruiter Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Hr Recruiter, Human Resource, Hr Executive"
333,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears",Electrical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Electrical Design EngineerAble to read Engineering Drawings and basic knowledge in doing Engineering calculationsSupport Sales Dept to prepare lift/ escalator workshop/ design drawings as requested by overseas distributorElectrical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Electrical Design Engineer,Delhi,Electrical Design Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,Electrical Design Engineer
334,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Technician EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Technician EngineerPerform grit blast, shot peen, glass peen, tumble, ultrasonic, vapor blast, etching, water flow, turbo jet washer, blade flusher, plastisol injection, plastisol burnout and barrel finishing, honey comb seal removalPerform necessary pre-checks before operationsEnsure all production data are filled in correctly in the Log BookEnsure process and certification are in line with due dateDifferentiate the different tumbler, shot and glass peening machine utilizationMechanical Technician EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Technician Engineer",Hyderabad / Secunderabad,Mechanical Technician Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Technician
335,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)IT-Support EngineerWork with all levels of staff to ensure an optimal end user experienceDevelop, maintain and document support processes for the team.Field inquiries, troubleshooting requests and manage hardware, software or network problems, enter all information in Jira requestRecognize and escalate more challenging problems to the appropriate teams. Drive these issues to completion.Maintain IT Asset inventory and ensure endpoints are in compliance and under management.IT-Support EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)IT-Support Engineer",Bengaluru / Bangalore,IT-Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",IT-Support Engineer
